date,news
2019-01-29,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-28,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-27,Gold / Silver / Copper Prices - Weekly Outlook: Jan. 28 - Feb. 1
2019-01-27,Weekly Outlook: Jan. 28 - Feb. 1
2019-01-25,ADP Makes Bullish Cross Above Critical Moving Average
2019-01-25,Automatic Data Processing (ADP) Q2 Earnings: What's in Store?
2019-01-23,Interesting ADP Put And Call Options For March 15th
2019-01-23,Automatic Data Processing (ADP) Reports Next Week: Wall Street Expects Earnings Growth
2019-01-23,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for January 24, 2019"
2019-01-23,U.S. Wage Growth Remained Steady at 3.4 Percent Annually; Job Switching Continues to Slow to 20.5 Percent
2019-01-23,"January 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, January 30, 2019"
2019-01-22,"ADP Recognized on FORTUNE Magazine's 2019 List of ""The World's Most Admired Companies"" for 13 Consecutive Years"
2019-01-22,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-20,[$$] Why Paris airports are the big prize for Vinci
2019-01-18,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-17,"ADP Canada National Employment Report: Employment in Canada Decreased by 13,000 Jobs in December 2018"
2019-01-17,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-16,"Daily Dividend Report: C, EPD, ADP, BK, MMC"
2019-01-16,"Top Analyst Reports for Procter & Gamble, NVIDIA & Bristol-Myers"
2019-01-15,ADP Declares Regular Quarterly Dividend
2019-01-14,"QQQ, PYPL, QCOM, ADP: ETF Inflow Alert"
2019-01-14,Top Picks 2019- Automatic Data Processing ADP
2019-01-11,ADP Canada and Blue J Legal to Offer AI-based HR Foresight
2019-01-10,ADP Canada Adds AI-Enabled HR Foresight to ADP HR Assist(SM)
2019-01-10,"Media Alert: December 2018 ADP Canada National Employment Report to be released on Thursday, January 17, 2019"
2019-01-09,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for January 10, 2019"
2019-01-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-01-08,ADP Canada Partners with ZipRecruiter to Connect Canadian Businesses with Top Talent
2019-01-04,Stupendous Jobs Report Keeps Hopes Alive
2019-01-04,Blockbuster Jobs Numbers Don't Scare the Market!
2019-01-04,"Stock Market News For Jan 4, 2019"
2019-01-04,Top Picks 2019- Motorola Solutions MSI
2019-01-03,Ahead Of Today's Opening Bell
2019-01-03,"Big News Day: Apple, New Jobs, Celgene & More"
2019-01-03,Stock market opens lower as rare forecast cut by Apple unsettles Wall Street
2019-01-03,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for January 04, 2019"
2019-01-03,"ADP National Employment Report: Private Sector Employment Increased by 271,000 Jobs in December"
2019-01-03,"U.S. Adds 271,000 Private Sector Jobs in December: ADP"
2019-01-02,"SPYG, NEE, ADP, ISRG: ETF Outflow Alert"
2019-01-02,Strong U.S. Economy to Boost Wall Street in 2019
2019-01-02,Anywhere to Go But Up?
2018-12-31,Why Should You Hold Aptiv (APTV) Stock in Your Portfolio?
2018-12-31,Automatic Data Processing Enters Oversold Territory
2018-12-28,"Paychex Rides on Tax Cut, Acquisitions, Strong Cash Position"
2018-12-28,ADP or PAYX: Which Outsourcing Services Firm is a Better Buy?
2018-12-28,"Monotype Imaging Holdings Inc. (TYPE) Ex-Dividend Date Scheduled for December 31, 2018"
2018-12-28,FISV or WEX: Which Financial Services Firm is Better Placed?
2018-12-28,Bi-Partisan Bets on an Infrastructure Plan
2018-12-27,Here's Why You Should Hold Delphi Technologies (DLPH) Now
2018-12-27,What Should Workday Investors Expect?
2018-12-27,Verisk (VRSK) Stock Rises 12% Year to Date: Here's Why
2018-12-27,"Amdocs Limited (DOX) Ex-Dividend Date Scheduled for December 28, 2018"
2018-12-27,"Pegasystems Inc. (PEGA) Ex-Dividend Date Scheduled for December 28, 2018"
2018-12-27,"Formula Systems (1985) Ltd. (FORTY) Ex-Dividend Date Scheduled for December 28, 2018"
2018-12-27,"December 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Thursday, January 3, 2019"
2018-12-26,Here's Why You Should Hold on to FTI Consulting (FCN) Stock
2018-12-26,Why Should You Hold Broadridge (BR) Stock in Your Portfolio?
2018-12-24,"Notable ETF Outflow Detected - XNTK, VMW, ADP, ACN"
2018-12-24,Paychex (PAYX) Completes Oasis Outsourcing Acquisition
2018-12-24,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-21,WEX Appoints Global Payments Veteran Susan Sobbott to Board
2018-12-21,BR or G: Which Outsourcing Services Firm is Better Placed?
2018-12-21,Automatic Data Processing Enters Oversold Territory
2018-12-20,2 Stocks Billionaire Bill Ackman Bought in Q3 (and 3 He Dumped)
2018-12-20,"ADP Canada National Employment Report: Employment in Canada Increased by 39,100 Jobs in November 2018"
2018-12-20,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-20,"ADP to Announce Second Quarter Fiscal 2019 Financial Results on January 30, 2019"
2018-12-18,Best Dividend Stocks: 5 High-Yield Stocks Beating The S&P 500
2018-12-18,Automatic Data Processing Becomes Oversold
2018-12-18,"Final Trades: Automatic Data, Alaska Air, J&J, Amazon"
2018-12-18,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-17,DVOL's Holdings Could Mean 11% Gain Potential
2018-12-14,Why Automatic Data Processing (ADP) is a Great Dividend Stock Right Now
2018-12-14,Here's Why You Should Hold Waste Connections (WCN) Stock Now
2018-12-13,Bill Ackman's Top 5 Holdings as of 3rd Quarter
2018-12-13,ADP February 2019 Options Begin Trading
2018-12-13,"Leidos Holdings, Inc. (LDOS) Ex-Dividend Date Scheduled for December 14, 2018"
2018-12-13,Accenture Opens 11th North America Innovation Hub in Atlanta
2018-12-13,"Media Alert: November 2018 ADP Canada National Employment Report to be released on Thursday, December 20, 2018"
2018-12-13,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-12,"Noteworthy ETF Outflows: PWB, ADP, TXN, VMW"
2018-12-12,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for December 13, 2018"
2018-12-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-11,"Ex-Dividend Reminder: ADT, Automatic Data Processing and Telephone & Data Systems"
2018-12-11,Interpublic (IPG) Stock Up 13.6% Year to Date: Here's Why
2018-12-11,Waste Connections (WCN) Acquires American Disposal Services
2018-12-11,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-10,Here's Why You Should Hold WEX Stock in Your Portfolio Now
2018-12-10,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-07,6 Reasons Why You Should Invest in Automatic Data Processing
2018-12-06,"H&R Block (HRB) Q2 Loss Widens Y/Y, Revenues Beat Estimates"
2018-12-06,Economic Data Deluge
2018-12-06,"U.S. Adds 179,000 Private Sector Jobs in November: ADP"
2018-12-06,"Salad of Econ Data for Healthy Markets: ADP, Claims & More"
2018-12-06,"ADP National Employment Report: Private Sector Employment Increased by 179,000 Jobs in November"
2018-12-06,[$$] US private sector adds 179k jobs in November — ADP
2018-12-05,"The Zacks Analyst Blog Highlights: Automatic Data, V.F. Corp, Air Products, Walgreens and McCormick"
2018-12-05,6 Reasons to Add Waste Management Stock to Your Portfolio
2018-12-04,"Notable ETF Inflow Detected - PWB, ADP, VMW, NVDA"
2018-12-04,Investors Skeptical About U.S. - China Trade Negotiation
2018-12-04,Exhibiting Patience in the Face of Volatility
2018-12-04,5 Top Dividend Aristocrats to Buy in December
2018-12-04,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-12-03,"November 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® Postponed to Thursday, December 6, 2018 in Honor of a National Day of Mourning for U.S. President George H. W. Bush"
2018-12-03,"CSG Systems International, Inc. (CSGS) Ex-Dividend Date Scheduled for December 04, 2018"
2018-12-03,"DXC Technology Company (DXC) Ex-Dividend Date Scheduled for December 04, 2018"
2018-12-03,"Perspecta Inc. (PRSP) Ex-Dividend Date Scheduled for December 04, 2018"
2018-12-03,ADP Announces Top Workplace Trends for 2019 and Provides a Look-Back at the U.S. Labor Market in 2018
2018-12-02,Economic Calendar - Top 5 Things to Watch This Week
2018-11-30,FTI Consulting (FCN) Appoints Managing Director to GRIP
2018-11-30,"Boasting A 37% Return On Equity, Is Automatic Data Processing Inc (NASDAQ:ADP) A Top Quality Stock?"
2018-11-30,ADP (ADP) Up 3.5% Since Last Earnings Report: Can It Continue?
2018-11-30,DocuSign (DOCU) Q3 Earnings to See Impacts of SpringCM Buyout
2018-11-30,Will Heavy Investments Dent H&R Block (HRB) in Q2 Earnings?
2018-11-29,"Republic Services (RSG) Rides on Internal Growth, Debt High"
2018-11-29,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for November 30, 2018"
2018-11-28,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for November 29, 2018"
2018-11-28,"Accenture Opens Innovation Hub in Canada, 800 Jobs in Focus"
2018-11-28,"November 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, December 5, 2018"
2018-11-28,Broadridge Brings Solution for SEC Rule 30e-3 Implementation
2018-11-27,Broadridge Brings Solution for SEC Rule 30e-3 Implementation
2018-11-27,Paychex (PAYX) to Acquire Oasis Outsourcing for $1.2 Billion
2018-11-27,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-11-26,"Fiserv (FISV) Rides on Strategic Business Moves, Debt High"
2018-11-26,6 Reasons Why You Should Invest in Paychex (PAYX) Stock Now
2018-11-23,First Data Introduces SpendTrend Holiday Insights Dashboard
2018-11-23,Here's Why You Should Retain H&R Block in Your Portfolio
2018-11-23,Here's Why You Should Hold On to FactSet (FDS) Stock Now
2018-11-23,Here's Why You Should Retain ABM Industries in Your Portfolio
2018-11-22,IQVIA Holdings Rides on Technological Suite Amid Debt Woes
2018-11-21,Insperity (NSP) Benefits From Higher Worksite Employee Growth
2018-11-21,First Data (FDC) Introduces Two Clover Devices in Argentina
2018-11-20,"Is Automatic Data Processing, Inc. (NASDAQ:ADP) Going to Burn These Hedge Funds?"
2018-11-20,"Clean Harbors (CLH) Rides on Buyouts, Operational Efficiency"
2018-11-20,S&P Global Benefits From Acquisitions Amid Weak Issuance
2018-11-20,"First Data Rides on Acquisitions, Integration Risks Stay"
2018-11-19,8 Best Stocks to Buy for the Holiday Spirit
2018-11-19,Automatic Data Processing Inc (ADP) President & CEO Carlos A Rodriguez Sold $9. ...
2018-11-19,5 Reasons Why You Should Invest in Interpublic (IPG) Now
2018-11-16,"Notable Friday Option Activity: ADP, BA, COL"
2018-11-16,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for November 19, 2018"
2018-11-15,Bill Ackman Comments on ADP
2018-11-15,WEX Benefits From Organic Growth and Strategic Buyouts
2018-11-15,"Q3 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio"
2018-11-15,"ADP Canada National Employment Report: Employment in Canada Decreased by 23,000 Jobs in October 2018"
2018-11-14,Intuit (INTU) to Report Q1 Earnings: What's in the Cards?
2018-11-13,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for November 14, 2018"
2018-11-13,ADP Rides on Strategic Acquisitions and Strong Business Model
2018-11-13,Conduent (CNDT) in Focus: Stock Moves 6.2% Higher
2018-11-13,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-11-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-11-09,Automatic Data Processing Inc (ADP) President & CEO Carlos A Rodriguez Sold $15 million of ...
2018-11-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-11-08,"Recent Analysis Shows Automatic Data Processing, GTx, Ionis Pharmaceuticals, TriNet Group, Ternium S.A, and UNIVERSAL INSURANCE HOLDINGS INC Market Influences — Renewed Outlook, Key Drivers of Growth"
2018-11-08,"Media Alert: October 2018 ADP Canada National Employment Report to be released on Thursday, November 15, 2018"
2018-11-07,"IGM, ACN, TXN, ADP: ETF Outflow Alert"
2018-11-07,ADP Named A Top Socially Responsible Dividend Stock
2018-11-06,"Daily Dividend Report: ADP, EMR, ABC, CBS, BHGE"
2018-11-06,5 Stocks Booming Thanks to the Midterm Elections
2018-11-06,ADP Increases Cash Dividend; Marks 44th Consecutive Year of Dividend Increases
2018-11-06,Automatic Data Processing Manages a Solid Beat and Raise
2018-11-05,"Earnings From L, DO, CAN, PCG, SHO"
2018-11-02,Edited Transcript of ADP earnings conference call or presentation 31-Oct-18 12:30pm GMT
2018-11-01,"Jobless Claims 214K, Productivity 2.2%; Waiting for Tim Cook"
2018-11-01,"Evertec, Inc. (EVTC) Ex-Dividend Date Scheduled for November 02, 2018"
2018-11-01,ADP and Intuit Expand Relationship to Improve Integration Across Platforms
2018-10-31,Technician says these 3 beaten down stocks are looking li...
2018-10-31,Automatic Data Processing Inc (ADP) Q1 2019 Earnings Conference Call Transcript
2018-10-31,"ADP Q1 Earnings, Revenues Surpass Estimates, 2019 View Up"
2018-10-31,"U.S. Adds 227,000 Private Sector Jobs in October: ADP"
2018-10-31,"ADP Job Data, Earnings From General Motors In Focus"
2018-10-31,"ADP Earnings, Revenue beat in Q1"
2018-10-31,G vs. ADP: Which Stock Should Value Investors Buy Now?
2018-10-31,Are You Looking for a High-Growth Dividend Stock? Automatic Data Processing (ADP) Could Be a Great Choice
2018-10-31,"[$$] US private sector tacks on 227,000 jobs in October — ADP"
2018-10-31,Automatic Data Processing (ADP) Q1 Earnings and Revenues Surpass Estimates
2018-10-31,"ADP National Employment Report: Private Sector Employment Increased by 227,000 Jobs in October"
2018-10-31,ADP: Fiscal 1Q Earnings Snapshot
2018-10-31,ADP Reports First-Quarter Fiscal 2019 Results
2018-10-31,Automatic Data Processing Q1 19 Earnings Conference Call At 8:30 AM ET
2018-10-31,"ADP Raises FY19 Outlook, Q1 Profit Rises - Quick Facts"
2018-10-30,"Pre-Market Earnings Report for October 31, 2018 :  ANTM, ADP, EPD, GM, ICE, BAX, EL, YUM, TEL, K, S, WEC"
2018-10-30,"Business Services Stocks' Earnings on Oct 31: ADP, APTV, FISV"
2018-10-30,"Business Services Stocks&apos; Earnings on Oct 31: ADP, APTV, FISV"
2018-10-30,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for October 31, 2018"
2018-10-29,IBD Stock Of The Day Insperity Nears Buy Point As More Revenue Acceleration Could Be Ahead
2018-10-29,Automatic Data Processing (ADP) Q1 Earnings: What&apos;s in Store?
2018-10-26,Republic Services (RSG) Q3 Earnings & Revenues Beat Estimates
2018-10-25,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-10-24,U.S. Wage Growth Accelerated to 3.5 Percent Annually; Large Firms are the Stellar Performers at 4.8 Percent
2018-10-24,"October 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, October 31, 2018"
2018-10-23,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-10-22,"IQVIA (IQV) Beats Q3 Earnings Estimates, Updates '18 View"
2018-10-20,The 1 Career Goal That Still Eludes Me
2018-10-20,"Interpublic (IPG) Tops Q3 Earnings Estimates, '18 View Intact"
2018-10-18,Why Bill Ackman Loves Starbucks
2018-10-18,7 Tech Stocks to Buy for the Future of HR
2018-10-18,Square’s in the Race for the $10.3 Billion Payroll Service Market
2018-10-18,"ADP Canada National Employment Report: Employment in Canada Increased by 28,800 Jobs in September 2018"
2018-10-18,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-10-18,A Look at Automatic Data Processing’s Latest
2018-10-17,"ADP to Release Q3 2018 Workforce Vitality Report on WEDNESDAY, October 24, 2018"
2018-10-17,"Consolidated Research: 2018 Summary Expectations for Ciena, Automatic Data Processing, AGCO, Antero Resources, Chesapeake Energy, and Ducommun — Fundamental Analysis, Key Performance Indications"
2018-10-16,Omnicom (OMC) Q3 Earnings and Revenues Exceed Estimates
2018-10-11,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for October 12, 2018"
2018-10-11,"Media Alert: September 2018 ADP Canada National Employment Report to be released on Thursday, October 18, 2018"
2018-10-10,Is the Canadian Workplace Ready for Recreational Cannabis?
2018-10-09,Ackman's Pershing Square unveils $900 million stake in Starbucks
2018-10-09,Bill Ackman: I&apos;m long Starbucks
2018-10-09,"Noteworthy ETF Outflows: XLK, MSFT, PYPL, ADP"
2018-10-08,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-10-05,Why ADP (ADP) Could Beat Earnings Estimates Again
2018-10-04,"Stock Market News For Oct 4, 2018"
2018-10-04,"Last Week, First-Time Claims Fell By 8000"
2018-10-04,Behold the Bulletproof Economy
2018-10-03,"ADP Reports Historic Jobs Growth Continues; Plus GM, HMC Deal"
2018-10-03,ADP Reports Robust September Private Payroll Data; Will Friday's Non-Farm Payroll Follow Suit?
2018-10-03,ADP Private-Sector Payroll Report Post Big Jobs Number
2018-10-03,[$$] US private sector added more jobs than expected in September — ADP
2018-10-03,[$$] US stock futures rise ahead of data
2018-10-03,[$$] US services sector expands at fastest pace on record
2018-10-02,Paychex (PAYX) Surpasses Q1 Earnings & Revenue Estimates
2018-10-02,Jefferies Initiates Coverage Of Payroll Stocks
2018-10-02,Futures Dipping Slightly In The Red This Morning
2018-09-28,"Revenue Growth, Tax Cuts to Boost Paychex (PAYX) Q1 Earnings"
2018-09-27,Accenture (ACN) Q4 Earnings & Revenues Surpass Estimates
2018-09-27,FactSet (FDS) Misses Earnings and Revenue Estimates in Q4
2018-09-27,"QQQ, AVGO, TXN, ADP: ETF Inflow Alert"
2018-09-27,"ADP Extends Strategic Alliance With Infor, Boosts HCM Suite"
2018-09-27,"Pegasystems Inc. (PEGA) Ex-Dividend Date Scheduled for September 28, 2018"
2018-09-27,"Monotype Imaging Holdings Inc. (TYPE) Ex-Dividend Date Scheduled for September 28, 2018"
2018-09-27,ADP® Earns Three Brandon Hall Group Learning Excellence Awards for Learning and Development
2018-09-26,"Amdocs Limited (DOX) Ex-Dividend Date Scheduled for September 27, 2018"
2018-09-26,"September 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, October 3, 2018"
2018-09-25,"Square stock extends gains after company rolls out new payroll app; ADP, Paychex stocks fall"
2018-09-25,"ADP® Named to 2018 Working Mother ""100 Best Companies"" List"
2018-09-25,Infor Announces New Global Partnership with ADP
2018-09-24,IHS Markit (INFO) to Report Q3 Earnings: What's in Store?
2018-09-24,Accenture (ACN) to Report Q4 Earnings: What's in Store?
2018-09-24,IHS Markit (INFO) to Report Q3 Earnings: What&apos;s in Store?
2018-09-21,"Noteworthy Friday Option Activity: BMRN, ADP, AMCX"
2018-09-21,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-09-20,CVG or ADP: Which Is the Better Value Stock Right Now?
2018-09-20,"ADP Canada National Employment Report: Employment in Canada Increased by 13,600 Jobs in August 2018"
2018-09-20,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-09-20,"ADP to Announce First Quarter Fiscal 2019 Financial Results on October 31, 2018"
2018-09-19,Why Analysts Are Optimistic about Accenture Stock
2018-09-19,"Convergys Corporation (CVG) Ex-Dividend Date Scheduled for September 20, 2018"
2018-09-19,"How Ceridian Stands Out In A Crowded HCM Market Versus Workday, ADP"
2018-09-18,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-09-18,Splunk Stock Declined 4.7% on September 17
2018-09-14,"PWB, DRIP: Big ETF Outflows"
2018-09-13,IBD Stock Of The Day: Ceridian Aims To Make Work Life A Better Place
2018-09-13,"XLK, ADBE, ACN, ADP: ETF Outflow Alert"
2018-09-13,"Leidos Holdings, Inc. (LDOS) Ex-Dividend Date Scheduled for September 14, 2018"
2018-09-13,"Media Alert: August 2018 ADP Canada National Employment Report to be released on Thursday, September 20, 2018"
2018-09-12,Here's Why You Should Retain ADP Stock in Your Portfolio
2018-09-12,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for September 13, 2018"
2018-09-12,Here&apos;s Why You Should Retain ADP Stock in Your Portfolio
2018-09-12,ADP Takes Home 'Awesome New Tech' Award For Record-Breaking Fourth Straight Year
2018-09-11,ADP's Push to Create a More Diverse Workforce
2018-09-11,"Ex-Dividend Reminder: Motorola Solutions, Universal Display and Automatic Data Processing"
2018-09-10,"CSG Systems International, Inc. (CSGS) Ex-Dividend Date Scheduled for September 11, 2018"
2018-09-07,"New Jobs Reach 201K, Unemployment 3.9% -- Still Goldilocks"
2018-09-07,U.S. Created 201K New Jobs In August
2018-09-07,High-Flying DocuSign Stock Loses Altitude on Earnings Report
2018-09-07,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for September 10, 2018"
2018-09-06,Initial Claims Touch Record Lows
2018-09-06,Jobs & Jobless Claims Continue Historic Run
2018-09-06,"The Zacks Analyst Blog Highlights: Pfizer, Salesforce, ADP, General Motors and Southwest Airlines"
2018-09-06,Getting Your Data to Work for You: ADP DataCloud Uncovers What Executives and Managers Need to Know about their Workforce
2018-09-06,"ADP National Employment Report: Private Sector Employment Increased by 163,000 Jobs in August"
2018-09-05,"Top Analyst Reports for Pfizer, Salesforce & ADP"
2018-09-05,Tech Bosses to Capitol Hill Today
2018-09-05,"Facebook, Twitter Bosses To Appear In Both Houses"
2018-09-05,"ADP Named a Leader in the IDC MarketScape for Worldwide Integrated Talent Management, Worldwide Compensation Management and Worldwide Learning Management"
2018-09-03,Why Paycom Software Skyrocketed 46% Higher in August
2018-09-03,G vs. ADP: Which Stock Is the Better Value Option?
2018-08-31,7 Steady Eddie Stocks to Buy
2018-08-31,Comparing Workday’s Valuations with Its Peers
2018-08-31,ADP (ADP) Up 9.3% Since Last Earnings Report: Can It Continue?
2018-08-31,"Perspecta Inc. (PRSP) Ex-Dividend Date Scheduled for September 04, 2018"
2018-08-31,"DXC Technology Company (DXC) Ex-Dividend Date Scheduled for September 04, 2018"
2018-08-31,Bull of the Day: Paycom Software (PAYC)
2018-08-31,Workday’s Stock Price Showing an Upside Trend
2018-08-30,Jobs and Income Keep Apace with Economic Strength
2018-08-30,Analysts’ Pre-Earnings Recommendations for Workday Stock
2018-08-30,Initial Jobless Claims Rise Slightly
2018-08-30,"August 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on THURSDAY, SEPTEMBER 6, 2018"
2018-08-29,"Open Text Corporation (OTEX) Ex-Dividend Date Scheduled for August 30, 2018"
2018-08-29,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for August 30, 2018"
2018-08-29,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for August 30, 2018"
2018-08-29,Splunk Stock Continued Its Impressive Run Yesterday
2018-08-25,Do You Know Who Else Invests In Automatic Data Processing Inc (NASDAQ:ADP)?
2018-08-24,Bill Ackman's Top-Performing Stocks
2018-08-24,"Why Splunk, Inc. Stock Popped Today"
2018-08-23,"As Investments Take Hold, Automatic Data Processing Just Hit a Fresh High"
2018-08-22,ADP Hits 52-Week High: What's Supporting the Stock's Rally?
2018-08-22,ADP Hits 52-Week High: What&apos;s Supporting the Stock&apos;s Rally?
2018-08-20,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for August 21, 2018"
2018-08-17,NYSE Trader: Still time to buy tech stocks
2018-08-16,G or ADP: Which Is the Better Value Stock Right Now?
2018-08-16,"ADP Canada National Employment Report: Employment in Canada Increased by 11,600 Jobs in July 2018"
2018-08-15,"Billionaire Bill Ackman's Pershing Up 20%, Adds Lowe's: 13F"
2018-08-15,Ackman cuts his stake in ADP
2018-08-15,"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio"
2018-08-15,Frontier Capital Completes Sale of Celergo to ADP
2018-08-14,Bill Ackman's Pershing Square Cuts Stake In ADP
2018-08-14,Bill Ackman&apos;s Pershing Square cuts stake in ADP
2018-08-14,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for August 15, 2018"
2018-08-14,"Recent Analysis Shows Automatic Data Processing, Denbury Resources, ITT, Cardinal Health, Geron, and The Hackett Group Market Influences — Renewed Outlook, Key Drivers of Growth"
2018-08-13,These Five 95+ Composite Rating Stocks Are Just Below Buy Points
2018-08-13,Broadridge Banks on Solid Business Model & Buyouts for Growth
2018-08-13,Why Hold Strategy is Apt for Accenture (ACN) Stock Right Now
2018-08-13,Xerox (XRX) Grapples With Higher Costs and Lower Demand
2018-08-13,"Verisk Rides on Data Analysis Expertise, Debt Woes Remain"
2018-08-13,Delphi Gains From Product Suite Amid Light-Duty Diesel Woes
2018-08-13,Grovo Empowers Small and Midsize Businesses with Enterprise-Grade Learning and Development Integrated with ADP
2018-08-13,IBM Named A Top Socially Responsible Dividend Stock
2018-08-10,6 Dividend Stocks Outpacing The S&P 500
2018-08-09,Ackman Sees Lowe's Upside Like His 2011 Bet on Canadian Pacific
2018-08-09,Ackman's public hedge fund beats market with 12.7 pct gain -report
2018-08-09,"Media Alert: July 2018 ADP Canada National Employment Report to be released on Thursday, August 16, 2018"
2018-08-08,Is Automatic Data Processing (ADP) a High-Growth Dividend Stock?
2018-08-08,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-08-02,"Daily Dividend Report: CBOE, IFF, CSL, APO, ADP"
2018-08-02,ADP Declares Regular Quarterly Dividend
2018-08-02,See How International Business Machines Corp Ranks Among Analysts' Top Dow 30 Picks
2018-08-02,Trade War Fears Haunt Investors Again
2018-08-02,Edited Transcript of ADP earnings conference call or presentation 1-Aug-18 12:30pm GMT
2018-08-02,"Markets Drop on Tariff Threats; Jobless Claims, Q2 Earnings Solid"
2018-08-02,"Evertec, Inc. (EVTC) Ex-Dividend Date Scheduled for August 03, 2018"
2018-08-01,"ADP Q4 Earnings & Revenues Surpass Estimates, Rise Y/Y"
2018-08-01,"Noteworthy Wednesday Option Activity: UTHR, WD, ADP"
2018-08-01,Ferrari Stock Plunges As New CEO Says Earnings Targets 'Aspirational'
2018-08-01,"Financial Sector Update for 08/01/2018: SRG,BRK.A,BRK.B,VRSK,PAYC,EXR,ADP"
2018-08-01,"Automatic Data Processing, Inc. (ADP) Q4 2018 Earnings Conference Call Transcript"
2018-08-01,Strong Private-Sector Jobs Report
2018-08-01,Who are ADP's Main Competitors?
2018-08-01,Strongest Jobs Levels Since the Hippie Era
2018-08-01,ADP Surpasses Earnings and Revenue Estimates in Q4
2018-08-01,"[$$] US private sector adds 219,000 jobs in July"
2018-08-01,"ADP National Employment Report: Private Sector Employment Increased by 219,000 Jobs in July"
2018-08-01,ADP: Fiscal 4Q Earnings Snapshot
2018-08-01,ADP Reports Fourth Quarter and Fiscal 2018 Results; Provides Fiscal 2019 Outlook
2018-08-01,"ADP Acquires Celergo, Strengthening Global Payroll Capabilities"
2018-08-01,ADP Acquires Payroll Management Services Provider Celergo - Quick Facts
2018-08-01,Automatic Data Processing Inc. Q4 adjusted earnings Beat Estimates
2018-07-31,"Pre-Market Earnings Report for August 1, 2018 :  EPD, ADP, D, HUM, PEG, RACE, S, IDXX, GIB, QSR, ETR, TAP"
2018-07-30,Revenue Growth & Tax Benefit to Drive ADP's Q4 Earnings
2018-07-30,Revenue Growth & Tax Benefit to Drive ADP&apos;s Q4 Earnings
2018-07-30,iShares Global Tech ETF Experiences Big Outflow
